emp_id,leave_quota,year
9700910191,26,2023
9700910191,29,2024
5373060071,26,2023
5373060071,27,2024
869816612,30,2023
869816612,23,2024
5280664895,20,2023
5280664895,24,2024
9726676307,27,2023
9726676307,28,2024
9183899902,25,2023
9183899902,25,2024
9384431005,27,2023
9384431005,20,2024
9159316900,20,2023
9159316900,28,2024
4753160886,23,2023
4753160886,26,2024
7151987333,29,2023
7151987333,20,2024
5127075797,26,2023
5127075797,25,2024
2825548618,28,2023
2825548618,27,2024
8303737,26,2023
8303737,26,2024
4322221331,30,2023
4322221331,26,2024
505642432,28,2023
505642432,28,2024
701180333,20,2023
701180333,21,2024
328632881,24,2023
328632881,24,2024
2148167844,23,2023
2148167844,30,2024
2543001690,22,2023
2543001690,23,2024
4975746708,24,2023
4975746708,23,2024
2305453162,25,2023
2305453162,21,2024
2462141873,20,2023
2462141873,29,2024
870880223,21,2023
870880223,30,2024
8298085849,24,2023
8298085849,29,2024
5001954559,27,2023
5001954559,25,2024
1134539723,28,2023
1134539723,27,2024
8360552605,22,2023
8360552605,25,2024
498312251,24,2023
498312251,26,2024
570468151,26,2023
570468151,20,2024
9635734314,23,2023
9635734314,23,2024
9373394556,21,2023
9373394556,25,2024
5820547907,21,2023
5820547907,28,2024
6500358579,26,2023
6500358579,22,2024
9403160430,26,2023
9403160430,30,2024
6813394024,21,2023
6813394024,30,2024
7827257834,25,2023
7827257834,26,2024
1541904707,24,2023
1541904707,26,2024
7271743501,23,2023
7271743501,28,2024
455346520,29,2023
455346520,24,2024
5850267878,26,2023
5850267878,28,2024
9352811328,29,2023
9352811328,22,2024
5250387899,29,2023
5250387899,22,2024
4519879724,28,2023
4519879724,23,2024
818492885,29,2023
818492885,29,2024
5836966783,20,2023
5836966783,23,2024
5262602547,27,2023
5262602547,29,2024
5363959194,30,2023
5363959194,26,2024
5866000606,20,2023
5866000606,20,2024
7381260646,25,2023
7381260646,21,2024
9860972313,22,2023
9860972313,30,2024
4914033072,27,2023
4914033072,23,2024
1305243249,27,2023
1305243249,21,2024
5798414154,24,2023
5798414154,22,2024
8037274032,23,2023
8037274032,21,2024
8503258655,24,2023
8503258655,27,2024
5604639410,25,2023
5604639410,26,2024
4534271465,23,2023
4534271465,29,2024
231253478,24,2023
231253478,20,2024
409373881,26,2023
409373881,21,2024
5532664819,23,2023
5532664819,23,2024
5050208033,21,2023
5050208033,22,2024
8789448285,24,2023
8789448285,26,2024
9355521634,24,2023
9355521634,23,2024
872519336,22,2023
872519336,20,2024
6607047142,27,2023
6607047142,21,2024
6277373484,20,2023
6277373484,26,2024
1031231792,20,2023
1031231792,25,2024
978474833,29,2023
978474833,22,2024
5761222012,28,2023
5761222012,29,2024
9409621240,24,2023
9409621240,30,2024
7047660528,24,2023
7047660528,29,2024
3485262478,23,2023
3485262478,30,2024
9703104365,30,2023
9703104365,27,2024
6604839837,22,2023
6604839837,20,2024
434493642,22,2023
434493642,23,2024
6864290479,28,2023
6864290479,24,2024
9633728393,25,2023
9633728393,27,2024
8624824574,25,2023
8624824574,21,2024
2182751438,28,2023
2182751438,25,2024
1843691876,26,2023
1843691876,23,2024
1199310139,20,2023
1199310139,20,2024
9644597048,27,2023
9644597048,28,2024
3813487100,24,2023
3813487100,27,2024
8466858333,22,2023
8466858333,29,2024
861460818,24,2023
861460818,22,2024
5347828328,29,2023
5347828328,28,2024
566257962,22,2023
566257962,20,2024
344542019,27,2023
344542019,27,2024
1133837736,22,2023
1133837736,28,2024
7195087687,24,2023
7195087687,29,2024
7409120739,23,2023
7409120739,30,2024
1798241328,24,2023
1798241328,29,2024
4606973558,23,2023
4606973558,30,2024
7401287979,22,2023
7401287979,20,2024
3110669164,20,2023
3110669164,27,2024
3990173418,27,2023
3990173418,28,2024
9039262958,23,2023
9039262958,25,2024
7062312495,26,2023
7062312495,30,2024
7005677382,25,2023
7005677382,20,2024
6178550948,22,2023
6178550948,20,2024
5413822733,22,2023
5413822733,22,2024
9425012428,23,2023
9425012428,24,2024
6523687085,23,2023
6523687085,24,2024
8330491272,20,2023
8330491272,30,2024
8477066008,25,2023
8477066008,26,2024
7548623471,24,2023
7548623471,21,2024
5797436045,20,2023
5797436045,20,2024
963273416,22,2023
963273416,29,2024
5299181321,27,2023
5299181321,23,2024
3160633157,23,2023
3160633157,24,2024
7837104218,26,2023
7837104218,22,2024
5187569869,25,2023
5187569869,21,2024
1086911597,28,2023
1086911597,24,2024
6561020477,30,2023
6561020477,28,2024
1014813995,22,2023
1014813995,26,2024
3251351489,29,2023
3251351489,22,2024
6671233833,23,2023
6671233833,21,2024
7923615034,27,2023
7923615034,29,2024
6691635823,28,2023
6691635823,27,2024
4093320973,21,2023
4093320973,24,2024
9707874301,29,2023
9707874301,26,2024
1453772926,27,2023
1453772926,26,2024
5142492819,27,2023
5142492819,23,2024
9807473902,20,2023
9807473902,30,2024
9653253200,25,2023
9653253200,24,2024
9420157831,21,2023
9420157831,30,2024
7596001240,20,2023
7596001240,20,2024
5112940598,24,2023
5112940598,23,2024
5333402869,20,2023
5333402869,23,2024
2077172318,24,2023
2077172318,29,2024
9080241096,27,2023
9080241096,30,2024
3930963792,21,2023
3930963792,30,2024
3305361261,20,2023
3305361261,30,2024
2855718994,23,2023
2855718994,20,2024
6977541967,23,2023
6977541967,27,2024
6167486672,20,2023
6167486672,25,2024
8046832281,22,2023
8046832281,21,2024
8936451934,28,2023
8936451934,21,2024
759019635,30,2023
759019635,30,2024
7559311298,24,2023
7559311298,27,2024
6379421592,29,2023
6379421592,20,2024
5613766251,21,2023
5613766251,25,2024
890384945,22,2023
890384945,27,2024
3643002236,29,2023
3643002236,21,2024
7262448802,23,2023
7262448802,27,2024
4157893113,27,2023
4157893113,26,2024
9023839964,22,2023
9023839964,21,2024
9286445244,22,2023
9286445244,27,2024
8289475924,26,2023
8289475924,24,2024
2082822521,24,2023
2082822521,25,2024
8902922159,27,2023
8902922159,29,2024
6126141841,22,2023
6126141841,22,2024
4416914947,29,2023
4416914947,29,2024
2494561756,20,2023
2494561756,20,2024
6954797226,30,2023
6954797226,25,2024
7318962567,24,2023
7318962567,24,2024
8193585376,27,2023
8193585376,30,2024
7431360842,26,2023
7431360842,26,2024
9170798253,22,2023
9170798253,30,2024
4018479663,20,2023
4018479663,23,2024
4934691848,29,2023
4934691848,23,2024
9600140972,30,2023
9600140972,28,2024
5690356588,29,2023
5690356588,29,2024
2798083124,25,2023
2798083124,28,2024
1975543588,29,2023
1975543588,25,2024
4597630493,22,2023
4597630493,22,2024
6495983206,21,2023
6495983206,24,2024
1645992003,20,2023
1645992003,24,2024
5222829057,24,2023
5222829057,25,2024
2508240089,24,2023
2508240089,30,2024
8466741098,29,2023
8466741098,29,2024
9603317025,29,2023
9603317025,30,2024
7133345860,22,2023
7133345860,21,2024
3177716504,24,2023
3177716504,26,2024
3924528814,30,2023
3924528814,25,2024
8692516649,29,2023
8692516649,21,2024
5573116227,22,2023
5573116227,21,2024
6678785262,20,2023
6678785262,24,2024
9305012281,27,2023
9305012281,27,2024
4571370517,20,2023
4571370517,20,2024
5218449630,21,2023
5218449630,21,2024
2349465506,24,2023
2349465506,20,2024
3791817777,21,2023
3791817777,24,2024
9176599436,23,2023
9176599436,21,2024
9972387338,26,2023
9972387338,28,2024
4041434172,23,2023
4041434172,29,2024
6157076582,27,2023
6157076582,20,2024
7026780292,24,2023
7026780292,30,2024
4207946415,26,2023
4207946415,29,2024
2749029653,29,2023
2749029653,26,2024
5548745889,24,2023
5548745889,20,2024
6485959902,20,2023
6485959902,23,2024
8269463511,27,2023
8269463511,28,2024
1759824305,25,2023
1759824305,22,2024
1282449679,28,2023
1282449679,25,2024
7764192480,21,2023
7764192480,28,2024
3382984276,25,2023
3382984276,22,2024
8391757576,20,2023
8391757576,29,2024
71502056,20,2023
71502056,21,2024
1429238093,29,2023
1429238093,29,2024
1696017520,21,2023
1696017520,20,2024
6112019605,24,2023
6112019605,28,2024
5768134130,23,2023
5768134130,22,2024
6643846243,28,2023
6643846243,29,2024
534011266,29,2023
534011266,20,2024
920211924,28,2023
920211924,25,2024
6324304781,27,2023
6324304781,27,2024
8641780757,27,2023
8641780757,30,2024
5977311532,27,2023
5977311532,22,2024
6324362656,29,2023
6324362656,29,2024
9451591440,20,2023
9451591440,21,2024
7163654928,25,2023
7163654928,22,2024
9153216935,27,2023
9153216935,26,2024
3775400906,21,2023
3775400906,21,2024
1742052184,25,2023
1742052184,26,2024
701929916,21,2023
701929916,22,2024
4216674570,21,2023
4216674570,29,2024
7514477946,27,2023
7514477946,21,2024
1607627366,27,2023
1607627366,30,2024
7576827696,29,2023
7576827696,20,2024
7108392645,25,2023
7108392645,26,2024
3251131194,30,2023
3251131194,23,2024
1124642132,24,2023
1124642132,29,2024
6778269548,28,2023
6778269548,27,2024
503718847,22,2023
503718847,28,2024
9523682681,26,2023
9523682681,29,2024
7219498180,26,2023
7219498180,23,2024
2190723272,23,2023
2190723272,27,2024
8523387926,24,2023
8523387926,29,2024
9177236623,29,2023
9177236623,20,2024
1162550223,29,2023
1162550223,24,2024
7555846100,26,2023
7555846100,21,2024
237531721,26,2023
237531721,30,2024
438753340,23,2023
438753340,22,2024
5637577301,25,2023
5637577301,21,2024
4588038901,30,2023
4588038901,22,2024
1676791589,29,2023
1676791589,24,2024
6167751595,25,2023
6167751595,23,2024
7732877034,25,2023
7732877034,22,2024
5887825060,26,2023
5887825060,23,2024
6876821011,21,2023
6876821011,23,2024
3194512327,28,2023
3194512327,24,2024
9506941373,28,2023
9506941373,24,2024
8817890465,21,2023
8817890465,24,2024
5162539636,24,2023
5162539636,21,2024
5683260741,25,2023
5683260741,27,2024
1615020111,25,2023
1615020111,23,2024
5861309861,22,2023
5861309861,27,2024
5486363601,27,2023
5486363601,25,2024
4021316428,25,2023
4021316428,29,2024
3447600230,24,2023
3447600230,22,2024
7503057416,21,2023
7503057416,21,2024
7457044849,25,2023
7457044849,20,2024
5490740758,20,2023
5490740758,22,2024
1835671606,26,2023
1835671606,22,2024
2163053652,23,2023
2163053652,30,2024
3622732239,21,2023
3622732239,29,2024
4713552302,21,2023
4713552302,20,2024
6937083033,24,2023
6937083033,22,2024
8612592224,27,2023
8612592224,28,2024
1814105182,26,2023
1814105182,24,2024
8611537806,29,2023
8611537806,21,2024
4827063998,21,2023
4827063998,27,2024
3714508595,25,2023
3714508595,22,2024
343138911,26,2023
343138911,30,2024
5850125440,26,2023
5850125440,22,2024
3327023376,21,2023
3327023376,23,2024
4649074863,28,2023
4649074863,26,2024
3534552103,25,2023
3534552103,29,2024
3260400382,29,2023
3260400382,26,2024
5415545866,21,2023
5415545866,30,2024
2884654875,29,2023
2884654875,30,2024
2165138817,21,2023
2165138817,28,2024
7042158433,29,2023
7042158433,22,2024
8233230245,23,2023
8233230245,30,2024
138206285,25,2023
138206285,30,2024
6704101879,20,2023
6704101879,28,2024
7737122583,24,2023
7737122583,23,2024
2443200371,22,2023
2443200371,30,2024
1899766312,28,2023
1899766312,30,2024
1398119248,24,2023
1398119248,22,2024
7593417510,26,2023
7593417510,28,2024
5631540701,28,2023
5631540701,26,2024
5029990325,25,2023
5029990325,27,2024
9314665951,25,2023
9314665951,23,2024
2809959545,25,2023
2809959545,23,2024
5127174845,24,2023
5127174845,20,2024
5302650154,27,2023
5302650154,21,2024
5517086174,25,2023
5517086174,24,2024
337409781,30,2023
337409781,24,2024
2498710866,29,2023
2498710866,20,2024
5497375886,25,2023
5497375886,24,2024
6213805362,20,2023
6213805362,28,2024
5884217317,22,2023
5884217317,24,2024
1185891207,29,2023
1185891207,26,2024
6885904166,28,2023
6885904166,30,2024
2071937330,28,2023
2071937330,25,2024
52138719,21,2023
52138719,22,2024
9968716803,29,2023
9968716803,25,2024
543872747,23,2023
543872747,22,2024
4628027153,28,2023
4628027153,21,2024
7664750,25,2023
7664750,24,2024
857133914,29,2023
857133914,20,2024
3785908090,25,2023
3785908090,25,2024
5635738003,23,2023
5635738003,22,2024
3682601767,21,2023
3682601767,26,2024
4132156321,27,2023
4132156321,21,2024
7987758905,22,2023
7987758905,26,2024
2439690120,25,2023
2439690120,26,2024
9192229960,20,2023
9192229960,29,2024
2265414113,29,2023
2265414113,20,2024
9305744529,30,2023
9305744529,25,2024
2797504734,21,2023
2797504734,27,2024
7208808687,30,2023
7208808687,26,2024
4540586546,23,2023
4540586546,27,2024
2536825937,27,2023
2536825937,25,2024
9899211689,25,2023
9899211689,25,2024
1703941606,26,2023
1703941606,30,2024
6138988813,24,2023
6138988813,21,2024
4897478262,26,2023
4897478262,26,2024
162630267,30,2023
162630267,30,2024
3269032020,24,2023
3269032020,29,2024
2179459060,21,2023
2179459060,29,2024
5360151251,27,2023
5360151251,27,2024
240488611,28,2023
240488611,24,2024
7910677199,28,2023
7910677199,25,2024
8404997761,29,2023
8404997761,30,2024
277310088,23,2023
277310088,30,2024
5914051559,29,2023
5914051559,23,2024
3980169972,24,2023
3980169972,21,2024
5203358325,24,2023
5203358325,30,2024
6528638273,28,2023
6528638273,21,2024
6906585495,29,2023
6906585495,25,2024
9291581785,25,2023
9291581785,22,2024
7569434524,24,2023
7569434524,23,2024
4976609114,30,2023
4976609114,23,2024
4624959590,28,2023
4624959590,20,2024
6986604337,24,2023
6986604337,29,2024
7351446763,27,2023
7351446763,22,2024
6155568836,24,2023
6155568836,29,2024
442854388,30,2023
442854388,27,2024
5381123723,24,2023
5381123723,28,2024
845055778,21,2023
845055778,24,2024
8110793217,27,2023
8110793217,27,2024
5660621136,27,2023
5660621136,26,2024
8526623465,20,2023
8526623465,23,2024
7498158924,24,2023
7498158924,30,2024
9658078996,29,2023
9658078996,22,2024
922707827,21,2023
922707827,23,2024
4495445176,20,2023
4495445176,21,2024
1489689849,25,2023
1489689849,22,2024
2691926801,29,2023
2691926801,21,2024
643872281,25,2023
643872281,26,2024
5203009373,20,2023
5203009373,27,2024
8745569885,28,2023
8745569885,23,2024
5219788038,26,2023
5219788038,20,2024
7731621489,27,2023
7731621489,29,2024
7295575750,29,2023
7295575750,26,2024
8483750646,25,2023
8483750646,27,2024
9301083653,29,2023
9301083653,22,2024
3170607594,22,2023
3170607594,27,2024
6536899510,28,2023
6536899510,30,2024
6494543002,28,2023
6494543002,20,2024
2608323173,27,2023
2608323173,23,2024
8771767686,26,2023
8771767686,29,2024
9977902375,30,2023
9977902375,25,2024
3165414932,22,2023
3165414932,27,2024
168459499,23,2023
168459499,20,2024
292098848,21,2023
292098848,30,2024
9092005680,27,2023
9092005680,25,2024
8635844201,24,2023
8635844201,25,2024
1707112275,23,2023
1707112275,29,2024
4035654015,20,2023
4035654015,22,2024
4742406134,22,2023
4742406134,22,2024
9747897166,20,2023
9747897166,21,2024
5430662210,29,2023
5430662210,25,2024
9400372497,25,2023
9400372497,20,2024
6563549521,24,2023
6563549521,27,2024
3749721428,29,2023
3749721428,26,2024
9467123993,30,2023
9467123993,28,2024
3907098506,29,2023
3907098506,28,2024
162328048,23,2023
162328048,24,2024
681998899,22,2023
681998899,23,2024
4194565676,21,2023
4194565676,21,2024
189434205,23,2023
189434205,23,2024
3567959512,21,2023
3567959512,26,2024
8936133883,24,2023
8936133883,30,2024
8732579202,22,2023
8732579202,28,2024
6326764358,22,2023
6326764358,24,2024
4698716305,27,2023
4698716305,24,2024
7928116172,24,2023
7928116172,30,2024
1938930330,22,2023
1938930330,26,2024
9950368740,22,2023
9950368740,24,2024
797517572,23,2023
797517572,22,2024
8226836265,21,2023
8226836265,27,2024
5094267398,20,2023
5094267398,26,2024
6911395319,23,2023
6911395319,28,2024
4463065982,26,2023
4463065982,24,2024
7148334379,29,2023
7148334379,29,2024
1758946573,24,2023
1758946573,27,2024
9588534065,24,2023
9588534065,26,2024
9935414966,20,2023
9935414966,20,2024
8556491242,29,2023
8556491242,20,2024
1920233370,28,2023
1920233370,29,2024
4959967257,25,2023
4959967257,22,2024
2978681331,27,2023
2978681331,28,2024
3758564156,28,2023
3758564156,24,2024
8544438047,29,2023
8544438047,22,2024
7551838312,22,2023
7551838312,20,2024
6498745319,20,2023
6498745319,24,2024
1178216941,26,2023
1178216941,21,2024
8658125169,28,2023
8658125169,21,2024
6949096253,28,2023
6949096253,23,2024
5375682964,29,2023
5375682964,26,2024
2914632928,25,2023
2914632928,30,2024
2269723107,20,2023
2269723107,26,2024
2429086758,21,2023
2429086758,22,2024
7791393273,27,2023
7791393273,22,2024
7267316548,26,2023
7267316548,27,2024
1604762971,25,2023
1604762971,26,2024
4201855211,24,2023
4201855211,28,2024
3731887846,26,2023
3731887846,25,2024
7662111466,25,2023
7662111466,24,2024
9080929888,29,2023
9080929888,23,2024
9451201286,26,2023
9451201286,23,2024
7559651095,26,2023
7559651095,30,2024
8943472619,24,2023
8943472619,21,2024
4370307033,21,2023
4370307033,21,2024
8900029262,20,2023
8900029262,25,2024
3761005223,27,2023
3761005223,27,2024
4157086311,25,2023
4157086311,22,2024
6474381523,21,2023
6474381523,22,2024
2450959144,28,2023
2450959144,28,2024
7558384779,28,2023
7558384779,27,2024
7016926586,20,2023
7016926586,24,2024
9810787437,24,2023
9810787437,22,2024
1216267268,25,2023
1216267268,30,2024
1977604840,21,2023
1977604840,29,2024
7248042114,23,2023
7248042114,26,2024
9222272007,25,2023
9222272007,21,2024
2225519115,21,2023
2225519115,21,2024
3502435382,28,2023
3502435382,24,2024
8515945125,27,2023
8515945125,28,2024
1635930772,25,2023
1635930772,30,2024
9893180902,25,2023
9893180902,28,2024
4107103481,30,2023
4107103481,21,2024
7269686229,23,2023
7269686229,25,2024
6894132053,29,2023
6894132053,30,2024
5260572530,23,2023
5260572530,30,2024
3938244022,22,2023
3938244022,23,2024
7010136211,24,2023
7010136211,29,2024
3875633937,20,2023
3875633937,28,2024
655163168,23,2023
655163168,25,2024
858764039,20,2023
858764039,23,2024
3488196029,26,2023
3488196029,30,2024
2447469176,24,2023
2447469176,26,2024
9125605866,30,2023
9125605866,28,2024
8346990187,25,2023
8346990187,21,2024
7239427432,22,2023
7239427432,22,2024
5280833144,25,2023
5280833144,29,2024
5140695657,29,2023
5140695657,28,2024
3162772521,25,2023
3162772521,21,2024
4434105679,23,2023
4434105679,29,2024
6478791597,23,2023
6478791597,24,2024
3618543502,27,2023
3618543502,30,2024
5391676255,29,2023
5391676255,26,2024
1768425024,30,2023
1768425024,30,2024
1894311430,24,2023
1894311430,20,2024
5748918210,29,2023
5748918210,20,2024
4253942483,24,2023
4253942483,23,2024
9630513697,24,2023
9630513697,29,2024
9750857485,26,2023
9750857485,30,2024
7744964447,22,2023
7744964447,24,2024
3546490451,23,2023
3546490451,30,2024
9220364659,27,2023
9220364659,30,2024
2421222421,26,2023
2421222421,29,2024
7005681620,24,2023
7005681620,25,2024
5111475984,30,2023
5111475984,30,2024
5032855901,23,2023
5032855901,24,2024
7303292547,26,2023
7303292547,26,2024
4435059334,21,2023
4435059334,29,2024
3811995794,22,2023
3811995794,20,2024
2824325663,27,2023
2824325663,28,2024
686344577,21,2023
686344577,30,2024
2938808325,26,2023
2938808325,24,2024
2598641258,26,2023
2598641258,21,2024
38367987,29,2023
38367987,26,2024
8313369219,26,2023
8313369219,24,2024
7828044809,27,2023
7828044809,21,2024
448118497,21,2023
448118497,28,2024
7585701665,30,2023
7585701665,25,2024
6676479231,26,2023
6676479231,27,2024
3122694479,26,2023
3122694479,29,2024
2805477491,27,2023
2805477491,25,2024
8858001185,30,2023
8858001185,20,2024
7492460415,30,2023
7492460415,23,2024
4685875767,26,2023
4685875767,25,2024
2201821736,20,2023
2201821736,20,2024
3777197214,23,2023
3777197214,28,2024
1758727740,27,2023
1758727740,24,2024
3963636247,25,2023
3963636247,23,2024
9773704382,29,2023
9773704382,29,2024
2558020049,23,2023
2558020049,22,2024
8637280452,20,2023
8637280452,23,2024
5686296633,21,2023
5686296633,27,2024
1037583724,20,2023
1037583724,30,2024
4425203483,21,2023
4425203483,30,2024
424871794,28,2023
424871794,25,2024
3806689135,25,2023
3806689135,29,2024
5619978699,21,2023
5619978699,22,2024
651037733,24,2023
651037733,22,2024
7974644369,23,2023
7974644369,30,2024
1878648684,22,2023
1878648684,22,2024
5159199811,25,2023
5159199811,24,2024
8473441820,28,2023
8473441820,24,2024
1308978756,22,2023
1308978756,23,2024
9783785011,25,2023
9783785011,26,2024
7190793996,30,2023
7190793996,26,2024
748982234,20,2023
748982234,21,2024
8795266243,23,2023
8795266243,29,2024
4383565331,25,2023
4383565331,24,2024
2820385946,25,2023
2820385946,27,2024
5999362267,29,2023
5999362267,27,2024
286398418,24,2023
286398418,24,2024
7718254363,22,2023
7718254363,27,2024
1254949767,21,2023
1254949767,24,2024
2683544210,24,2023
2683544210,20,2024
1018644322,24,2023
1018644322,25,2024
3464046192,22,2023
3464046192,24,2024
2453431802,21,2023
2453431802,28,2024
1157338760,21,2023
1157338760,24,2024
9440200197,21,2023
9440200197,25,2024
4248127731,23,2023
4248127731,24,2024
362365583,22,2023
362365583,27,2024
7049998994,29,2023
7049998994,23,2024
9101470008,27,2023
9101470008,20,2024
5380773869,27,2023
5380773869,29,2024
9214695061,29,2023
9214695061,26,2024
9517421566,30,2023
9517421566,28,2024
4944707614,24,2023
4944707614,26,2024
1258284132,28,2023
1258284132,23,2024
7415871335,22,2023
7415871335,23,2024
3983688432,20,2023
3983688432,23,2024
5777917274,23,2023
5777917274,21,2024
5432759493,26,2023
5432759493,28,2024
5035261322,20,2023
5035261322,23,2024
7178169429,20,2023
7178169429,20,2024
1311973137,25,2023
1311973137,20,2024
6612309976,22,2023
6612309976,22,2024
3539723500,25,2023
3539723500,28,2024
7300678075,21,2023
7300678075,20,2024
9021307389,23,2023
9021307389,23,2024
6991215543,27,2023
6991215543,30,2024
1748943786,28,2023
1748943786,23,2024
4987967594,29,2023
4987967594,21,2024
4710348625,24,2023
4710348625,26,2024
3126892366,27,2023
3126892366,27,2024
1057363952,26,2023
1057363952,25,2024
5436425634,21,2023
5436425634,20,2024
1386121460,22,2023
1386121460,30,2024
2469261363,20,2023
2469261363,22,2024
3315781183,26,2023
3315781183,20,2024
1769263403,26,2023
1769263403,28,2024
2797253605,24,2023
2797253605,23,2024
5423804669,29,2023
5423804669,26,2024
2339307319,30,2023
2339307319,20,2024
811024038,28,2023
811024038,22,2024
8105123515,21,2023
8105123515,29,2024
5756183854,25,2023
5756183854,22,2024
9333336365,30,2023
9333336365,25,2024
9776184328,25,2023
9776184328,29,2024
6421010742,28,2023
6421010742,22,2024
2814298888,25,2023
2814298888,22,2024
5154255958,30,2023
5154255958,21,2024
9257834402,24,2023
9257834402,24,2024
660936928,27,2023
660936928,25,2024
7881365903,28,2023
7881365903,26,2024
6235243531,20,2023
6235243531,26,2024
1457643933,26,2023
1457643933,27,2024
3576656005,28,2023
3576656005,28,2024
7895186225,30,2023
7895186225,22,2024
1551440125,22,2023
1551440125,27,2024
672958300,29,2023
672958300,22,2024
1294754145,26,2023
1294754145,23,2024
6848820025,23,2023
6848820025,26,2024
2665875753,24,2023
2665875753,20,2024
2498131275,20,2023
2498131275,24,2024
7865532858,25,2023
7865532858,21,2024
5173131087,26,2023
5173131087,23,2024
4776933257,30,2023
4776933257,24,2024
6492558500,30,2023
6492558500,29,2024
2942276693,28,2023
2942276693,24,2024
1952295933,21,2023
1952295933,21,2024
7728487845,29,2023
7728487845,28,2024
4822397809,22,2023
4822397809,20,2024
9923733065,22,2023
9923733065,23,2024
4037383836,26,2023
4037383836,26,2024
663309776,24,2023
663309776,26,2024
4120148204,25,2023
4120148204,30,2024
8564905888,22,2023
8564905888,28,2024
463539400,26,2023
463539400,25,2024
5070753488,21,2023
5070753488,21,2024
436845868,28,2023
436845868,21,2024
7657855863,30,2023
7657855863,22,2024
6734129716,29,2023
6734129716,30,2024
9210646991,25,2023
9210646991,21,2024
2518738160,30,2023
2518738160,24,2024
8101986252,28,2023
8101986252,20,2024
7617452588,26,2023
7617452588,21,2024
3915885523,20,2023
3915885523,30,2024
540857112,20,2023
540857112,27,2024
7116912531,28,2023
7116912531,25,2024
9246235740,26,2023
9246235740,30,2024
3568771550,22,2023
3568771550,20,2024
6438002158,24,2023
6438002158,24,2024
7962455292,20,2023
7962455292,25,2024
39259188,28,2023
39259188,30,2024
8985703355,26,2023
8985703355,20,2024
4729850459,20,2023
4729850459,22,2024
5065787295,27,2023
5065787295,23,2024
8088638522,28,2023
8088638522,23,2024
5533229486,24,2023
5533229486,24,2024
9795223267,27,2023
9795223267,29,2024
3606238069,27,2023
3606238069,29,2024
3794613349,21,2023
3794613349,25,2024
6752641600,21,2023
6752641600,20,2024
4109987355,30,2023
4109987355,23,2024
2375769146,24,2023
2375769146,20,2024
5190902124,21,2023
5190902124,22,2024
1850977764,24,2023
1850977764,29,2024
7408562385,26,2023
7408562385,22,2024
2698479037,23,2023
2698479037,28,2024
3207233504,25,2023
3207233504,25,2024
9212198031,22,2023
9212198031,24,2024
6430486964,21,2023
6430486964,23,2024
1762588003,26,2023
1762588003,24,2024
1956298397,30,2023
1956298397,27,2024
5899606705,26,2023
5899606705,22,2024
3739168799,27,2023
3739168799,22,2024
9199415687,21,2023
9199415687,26,2024
4222718682,29,2023
4222718682,20,2024
2990760230,27,2023
2990760230,29,2024
7786254236,26,2023
7786254236,24,2024
8075549452,22,2023
8075549452,21,2024
8601836517,20,2023
8601836517,26,2024
2096985869,28,2023
2096985869,28,2024
8025042920,22,2023
8025042920,25,2024
8499611362,26,2023
8499611362,26,2024
2154012780,22,2023
2154012780,22,2024
5797464900,24,2023
5797464900,24,2024
126345664,25,2023
126345664,30,2024
8411963320,28,2023
8411963320,30,2024
9512716100,22,2023
9512716100,28,2024
3492992971,23,2023
3492992971,20,2024
8949318715,24,2023
8949318715,23,2024
7745661806,24,2023
7745661806,29,2024
7249284186,30,2023
7249284186,26,2024
1288123635,30,2023
1288123635,28,2024
9235489351,20,2023
9235489351,26,2024
4058297102,22,2023
4058297102,21,2024
80098330,25,2023
80098330,30,2024
9818966762,23,2023
9818966762,20,2024
5806717826,28,2023
5806717826,24,2024
8202756243,28,2023
8202756243,22,2024
1130511205,28,2023
1130511205,23,2024
6553140655,20,2023
6553140655,24,2024
5385111627,25,2023
5385111627,26,2024
943242391,21,2023
943242391,26,2024
6639877613,25,2023
6639877613,21,2024
9199511849,22,2023
9199511849,23,2024
9044520325,28,2023
9044520325,20,2024
8585303926,22,2023
8585303926,25,2024
9786406214,30,2023
9786406214,24,2024
1402745033,26,2023
1402745033,22,2024
6972465511,27,2023
6972465511,23,2024
207799617,21,2023
207799617,20,2024
6074476298,26,2023
6074476298,30,2024
9641433858,22,2023
9641433858,27,2024
6390297887,27,2023
6390297887,28,2024
8363885825,25,2023
8363885825,21,2024
3222657980,24,2023
3222657980,23,2024
354976624,28,2023
354976624,22,2024
6437490445,29,2023
6437490445,29,2024
8511192527,23,2023
8511192527,26,2024
1242811045,22,2023
1242811045,23,2024
1297609629,28,2023
1297609629,25,2024
4074869037,20,2023
4074869037,23,2024
1177760205,25,2023
1177760205,20,2024
9560425488,28,2023
9560425488,21,2024
4047923578,26,2023
4047923578,30,2024
2517035169,20,2023
2517035169,30,2024
664348248,25,2023
664348248,23,2024
4539456318,27,2023
4539456318,24,2024
6891385150,28,2023
6891385150,30,2024
6844965949,26,2023
6844965949,21,2024
4102002384,23,2023
4102002384,21,2024
581822875,26,2023
581822875,24,2024
6671809857,22,2023
6671809857,29,2024
5744246205,28,2023
5744246205,25,2024
4548539397,20,2023
4548539397,25,2024
7010896566,29,2023
7010896566,20,2024
1500065371,29,2023
1500065371,24,2024
6310620003,30,2023
6310620003,22,2024
8922205402,27,2023
8922205402,25,2024
8206807806,25,2023
8206807806,22,2024
4529641062,29,2023
4529641062,26,2024
7583051871,22,2023
